Exporting 96.120.37.81...
1: 10.1.10.1 (6ms)  10.1.10.1 (4ms)  10.1.10.1 (4ms)
2: 96.120.37.81 (44ms)  *  96.120.37.81 (18ms)
source,destination,trace,ttl,query,query_result,addr,rtt,hop_mean_ms,hop_median_ms,city,country,country_code,country_code_iso3,country_capital,region,region_code,latitude,longitude,timezone,utc_offset,asn,org
10.1.10.58,68.87.162.2,9542c51b-d5a3-4669-afad-4d403b760e9e,4,1,success,68.87.162.2,13,12,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,9542c51b-d5a3-4669-afad-4d403b760e9e,4,2,success,68.87.162.2,12,12,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,9542c51b-d5a3-4669-afad-4d403b760e9e,4,3,success,68.87.162.2,13,12,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,1,1,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,1,2,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,1,3,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,2,1,success,96.120.37.81,17,14,13,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,2,2,success,96.120.37.81,12,14,13,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,2,3,success,96.120.37.81,13,14,13,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,3,1,success,96.110.138.113,21,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,3,2,success,96.110.138.113,12,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,3,3,success,96.110.138.113,15,16,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,4,1,success,68.87.162.2,13,18,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,4,2,success,68.87.162.2,11,18,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,b4707e1b-c237-4e80-8e3e-928302cb193d,4,3,success,68.87.162.2,31,18,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,1,1,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,1,2,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,1,3,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,2,1,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,2,2,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,2,3,success,96.120.37.81,11,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,3,1,success,96.110.138.113,17,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,3,2,success,96.110.138.113,11,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,3,3,success,96.110.138.113,12,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,4,1,success,68.87.162.2,12,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,4,2,success,68.87.162.2,15,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.87.162.2,d24f7da4-aed8-4bf2-81d5-a588d241cd22,4,3,success,68.87.162.2,12,13,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
Exporting 96.108.23.141...
1: *  10.1.10.1 (10ms)  10.1.10.1 (4ms)
2: 96.120.37.81 (12ms)  96.120.37.81 (11ms)  96.120.37.81 (15ms)
3: 96.110.138.53 (10ms)  96.110.138.53 (12ms)  96.110.138.53 (12ms)
4: 96.108.23.141 (11ms)  96.108.23.141 (10ms)  96.108.23.141 (11ms)
source,destination,trace,ttl,query,query_result,addr,rtt,hop_mean_ms,hop_median_ms,city,country,country_code,country_code_iso3,country_capital,region,region_code,latitude,longitude,timezone,utc_offset,asn,org
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,1,1,timeout,,,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,1,2,success,10.1.10.1,10,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,1,3,success,10.1.10.1,4,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,2,1,success,96.120.37.81,12,11,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,2,2,success,96.120.37.81,11,11,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,2,3,success,96.120.37.81,12,11,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,3,1,success,96.110.138.53,12,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,3,2,success,96.110.138.53,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,3,3,success,96.110.138.53,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,4,1,success,96.108.23.141,13,16,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,4,2,success,96.108.23.141,12,16,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,078b41fe-8bda-4113-ae94-77af48b11427,4,3,success,96.108.23.141,23,16,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,1,1,timeout,,,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,1,2,success,10.1.10.1,10,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,1,3,success,10.1.10.1,4,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,2,1,success,96.120.37.81,12,13,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,2,2,success,96.120.37.81,11,13,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,2,3,success,96.120.37.81,15,13,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,3,1,success,96.110.138.53,10,11,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,3,2,success,96.110.138.53,12,11,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,3,3,success,96.110.138.53,12,11,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,4,1,success,96.108.23.141,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,4,2,success,96.108.23.141,10,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,2fe7fa53-5f7b-4390-ad7e-9a2e03e2be91,4,3,success,96.108.23.141,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,1,1,success,10.1.10.1,3,4,3,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,1,2,success,10.1.10.1,4,4,3,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,1,3,success,10.1.10.1,3,4,3,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,2,1,success,96.120.37.81,10,11,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,2,2,success,96.120.37.81,12,11,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,2,3,success,96.120.37.81,12,11,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,3,1,success,96.110.138.53,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,3,2,success,96.110.138.53,13,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,3,3,success,96.110.138.53,12,12,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,4,1,success,96.108.23.141,10,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,4,2,success,96.108.23.141,14,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,4e1f9902-aedc-4023-94f6-b50a5030bb02,4,3,success,96.108.23.141,11,12,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,1,1,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,1,2,success,10.1.10.1,3,3,3,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,1,3,timeout,,,3,3,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,2,1,success,96.120.37.81,18,15,16,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,2,2,success,96.120.37.81,11,15,16,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,2,3,success,96.120.37.81,16,15,16,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,3,1,success,96.110.138.53,13,20,23,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,3,2,success,96.110.138.53,24,20,23,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,3,3,success,96.110.138.53,23,20,23,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,4,1,success,96.108.23.141,12,18,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,4,2,success,96.108.23.141,15,18,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,50976e00-5cf1-48bc-863b-d38f541bbf0c,4,3,success,96.108.23.141,26,18,15,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,1,1,success,10.1.10.1,4,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,1,2,timeout,,,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,1,3,success,10.1.10.1,10,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,2,1,success,96.120.37.81,10,11,10,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,2,2,success,96.120.37.81,10,11,10,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,2,3,success,96.120.37.81,12,11,10,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,3,1,success,96.110.138.53,12,14,14,Jacksonville,United States,US,USA,Washington,Florida,FL,30.3511,-81.506,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,3,2,success,96.110.138.53,14,14,14,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,3,3,success,96.110.138.53,15,14,14,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,4,1,success,96.108.23.141,10,11,10,Jacksonville,United States,US,USA,Washington,Florida,FL,30.3511,-81.506,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,4,2,success,96.108.23.141,12,11,10,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,d91b5a1c-1297-484f-b7a5-2a0b554453d7,4,3,success,96.108.23.141,10,11,10,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,1,1,timeout,,,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,1,2,success,10.1.10.1,11,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,1,3,success,10.1.10.1,4,7,7,,,,,,,,,,,,,
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,2,1,success,96.120.37.81,11,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,2,2,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,2,3,success,96.120.37.81,15,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,3,1,success,96.110.138.53,12,19,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,3,2,success,96.110.138.53,12,19,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,3,3,success,96.110.138.53,32,19,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,4,1,success,96.108.23.141,39,23,16,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,4,2,success,96.108.23.141,16,23,16,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,96.108.23.141,f9ea77a6-1b53-42b6-97da-e95fcf102162,4,3,success,96.108.23.141,15,23,16,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
Exporting 68.86.165.113...
1: 10.1.10.1 (4ms)  10.1.10.1 (5ms)  10.1.10.1 (4ms)
2: 96.120.37.81 (12ms)  96.120.37.81 (13ms)  96.120.37.81 (12ms)
3: 96.110.138.53 (11ms)  96.110.138.53 (10ms)  96.110.138.53 (12ms)
4: 96.108.23.141 (12ms)  96.108.23.141 (11ms)  96.108.23.141 (12ms)
5: 68.86.165.113 (13ms)  *  68.86.165.113 (21ms)
source,destination,trace,ttl,query,query_result,addr,rtt,hop_mean_ms,hop_median_ms,city,country,country_code,country_code_iso3,country_capital,region,region_code,latitude,longitude,timezone,utc_offset,asn,org
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,1,1,success,10.1.10.1,8,5,4,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,1,2,success,10.1.10.1,4,5,4,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,1,3,success,10.1.10.1,4,5,4,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,2,1,success,96.120.37.81,11,13,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,2,2,success,96.120.37.81,12,13,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,2,3,success,96.120.37.81,17,13,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,3,1,success,96.110.138.53,13,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,3,2,success,96.110.138.53,14,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,3,3,success,96.110.138.53,12,13,13,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,4,1,success,96.108.23.141,22,15,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,4,2,success,96.108.23.141,12,15,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,4,3,success,96.108.23.141,11,15,12,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,5,1,success,68.86.165.113,14,17,17,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,5,2,timeout,,,17,17,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,6f137e74-26b9-4e93-ba75-99f358985c6a,5,3,success,68.86.165.113,20,17,17,Okeechobee,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,b9dea346-8eaf-4342-b828-3b383a552b71,1,1,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,b9dea346-8eaf-4342-b828-3b383a552b71,1,2,success,10.1.10.1,5,4,4,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,b9dea346-8eaf-4342-b828-3b383a552b71,1,3,success,10.1.10.1,4,4,4,,,,,,,,,,,,,
10.1.10.58,68.86.165.113,b9dea346-8eaf-4342-b828-3b383a552b71,2,1,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,b9dea346-8eaf-4342-b828-3b383a552b71,2,2,success,96.120.37.81,13,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,b9dea346-8eaf-4342-b828-3b383a552b71,2,3,success,96.120.37.81,12,12,12,Washington,United States,US,USA,Washington,District of Columbia,DC,,,America/New_York,-0400,AS7922,COMCAST-7922
10.1.10.58,68.86.165.113,b9dea346-8eaf-4342-b828-3b383a552b71,3,1,success,96.110.138.53,11,11,11,Jacksonville,United States,US,USA,Washington,Florida,FL,,,America/New_York,-0400,AS7922,COMCAST-7922
